"track_name","track_artist","playlist_genre","cluster","predicted_genre","genre_match"
"You Shook Me All Night Long","AC/DC","rock","4","pop",FALSE
"(I Can't Get No) Satisfaction - Mono Version","The Rolling Stones","rock","4","pop",FALSE
"Starman - 2012 Remaster","David Bowie","rock","4","pop",FALSE
"Fat Lip","Sum 41","punk","4","pop",FALSE
"Riders on the Storm","The Doors","rock","4","pop",FALSE
"Even Flow","Pearl Jam","rock","4","pop",FALSE
"Born in the U.S.A.","Bruce Springsteen","rock","4","pop",FALSE
"Bitter Sweet Symphony - Remastered 2016","The Verve","rock","4","pop",FALSE
"Don't Cry (Original)","Guns N' Roses","rock","4","pop",FALSE
"All Along the Watchtower","Jimi Hendrix","rock","4","pop",FALSE
"Famous Last Words","My Chemical Romance","punk","4","pop",FALSE
"Psycho Killer - 2005 Remaster","Talking Heads","rock","4","pop",FALSE
"Are You Gonna Go My Way","Lenny Kravitz","rock","4","pop",FALSE
"Master of Puppets (Remastered)","Metallica","rock","4","pop",FALSE
"Everywhere - 2017 Remaster","Fleetwood Mac","rock","4","pop",FALSE
"Have You Ever Seen The Rain","Creedence Clearwater Revival","rock","4","pop",FALSE
"Just What I Needed","The Cars","rock","4","pop",FALSE
"Smells Like Teen Spirit","Nirvana","rock","4","pop",FALSE
"Holiday / Boulevard of Broken Dreams","Green Day","punk","4","pop",FALSE
"Come Together - Remastered 2009","The Beatles","rock","4","pop",FALSE
"Carry on Wayward Son","Kansas","rock","4","pop",FALSE
"Song 2 - 2012 Remaster","Blur","rock","4","pop",FALSE
"Where Is My Mind? - 2007 Remaster","Pixies","rock","4","pop",FALSE
"Should I Stay or Should I Go - Remastered","The Clash","rock","4","pop",FALSE
"Another One Bites The Dust - Remastered 2011","Queen","rock","4","pop",FALSE
"Uprising","Muse","rock","4","pop",FALSE
"For What It's Worth","Buffalo Springfield","rock","4","pop",FALSE
"You Really Got Me - 2015 Remaster","Van Halen","rock","4","pop",FALSE
"Black Hole Sun","Soundgarden","rock","4","pop",FALSE
"Todo me sabe a poco","Alizzz","latin","4","pop",FALSE
"Fly Away","Lenny Kravitz","rock","4","pop",FALSE
"Message In A Bottle","The Police","rock","4","pop",FALSE
"Heroes - 2017 Remaster","David Bowie","rock","4","pop",FALSE
"Immigrant Song - Remaster","Led Zeppelin","rock","4","pop",FALSE
"I'm Alive","Céline Dion","blues","4","pop",FALSE
"Back In Black","AC/DC","rock","4","pop",FALSE
"Barracuda","Heart","rock","4","pop",FALSE
"Rocket Man (I Think It's Going To Be A Long, Long Time)","Elton John","rock","4","pop",FALSE
"Heart-Shaped Box","Nirvana","rock","4","pop",FALSE
"Life in the Fast Lane - 2013 Remaster","Eagles","rock","4","pop",FALSE
"Africa","TOTO","rock","4","pop",FALSE
"(Don't Fear) The Reaper","Blue Öyster Cult","rock","4","pop",FALSE
"1979 - Remastered 2012","The Smashing Pumpkins","rock","4","pop",FALSE
"Sexual Healing","Marvin Gaye","blues","4","pop",FALSE
"Black Dog - Remaster","Led Zeppelin","rock","4","pop",FALSE
"No One Knows","Queens of the Stone Age","rock","4","pop",FALSE
"Long Train Runnin'","The Doobie Brothers","rock","4","pop",FALSE
"Loser","Beck","rock","4","pop",FALSE
"American Pie","Don McLean","rock","4","pop",FALSE
"Confessions Part II","USHER","blues","4","pop",FALSE
"My Sharona","The Knack","rock","4","pop",FALSE
"Down","Jay Sean, Lil Wayne","blues","4","pop",FALSE
"The Boys Are Back In Town","Thin Lizzy","rock","4","pop",FALSE
"Highway to Hell","AC/DC","rock","4","pop",FALSE
"Arizona","Lojay, Olamide","arabic","4","pop",FALSE
"Alive","Pearl Jam","rock","4","pop",FALSE
"The Best","Tina Turner","rock","4","pop",FALSE
"Give It Away","Red Hot Chili Peppers","rock","4","pop",FALSE
"Good Riddance (Time of Your Life)","Green Day","rock","4","pop",FALSE
"The Boys Of Summer","Don Henley","rock","4","pop",FALSE
"Break on Through (To the Other Side)","The Doors","rock","4","pop",FALSE
"Sabotage","Beastie Boys","rock","4","pop",FALSE
"Pour Some Sugar On Me - Remastered 2017","Def Leppard","rock","4","pop",FALSE
"Learn to Fly","Foo Fighters","rock","4","pop",FALSE
"Hit Me With Your Best Shot","Pat Benatar","rock","4","pop",FALSE
"Bullet With Butterfly Wings - Remastered 2012","The Smashing Pumpkins","rock","4","pop",FALSE
"Interstate Love Song - 2019 Remaster","Stone Temple Pilots","rock","4","pop",FALSE
"London Calling - Remastered","The Clash","rock","4","pop",FALSE
"Free Bird","Lynyrd Skynyrd","rock","4","pop",FALSE
"Free Fallin'","Tom Petty","rock","4","pop",FALSE
"No Rain","Blind Melon","rock","4","pop",FALSE
"Panama - 2015 Remaster","Van Halen","rock","4","pop",FALSE
"Would? (2022 Remaster)","Alice In Chains","rock","4","pop",FALSE
"Born to Run","Bruce Springsteen","rock","4","pop",FALSE
"My Home","Myles Smith","folk","4","pop",FALSE
"Tu hai kahan","AUR","hip-hop","4","pop",FALSE
"Bandana","Shubh","hip-hop","4","pop",FALSE
"DND","Bella Shmurda","arabic","4","pop",FALSE
"Anything for Love","Blackmagic","ambient","4","pop",FALSE
"HIM ALL ALONG","Gunna","hip-hop","4","pop",FALSE
"Wet on Me","Shallipopi, Zerrydl","arabic","4","pop",FALSE
"PLUTOSKI","Future","hip-hop","4","pop",FALSE
"Timeless (with Playboi Carti)","The Weeknd, Playboi Carti","hip-hop","4","pop",FALSE
"Forever (feat. Malou & Yuna)","HUGEL, Diplo, Malou, Yuna","electronic","4","pop",FALSE
"Insecurities","Lil Baby","hip-hop","4","pop",FALSE
"La Pio Pio","Mohbad","arabic","4","pop",FALSE
"NEW DROP","Don Toliver","hip-hop","4","pop",FALSE
"Turn out fine","Henrik","folk","4","pop",FALSE
"No Face","Drake","hip-hop","4","pop",FALSE
"LIL DEMON","Future","hip-hop","4","pop",FALSE
"Homesick","Noah Kahan","folk","4","pop",FALSE
"Feel It - From The Original Series “Invincible”","d4vd","gaming","4","pop",FALSE
"ALL RED","Playboi Carti","hip-hop","4","pop",FALSE
"I CAN’T LET GO","Lil Tecca, Don Toliver","hip-hop","4","pop",FALSE
"M.A.D (feat. MohBad)","Zoro Swagbag, Mohbad","arabic","4","pop",FALSE
"2AM","BigXthaPlug","hip-hop","4","pop",FALSE
"It's Up (feat. Young Thug & 21 Savage)","Drake, Young Thug, 21 Savage","hip-hop","4","pop",FALSE
"Heart of Gold","Neil Young","folk","4","pop",FALSE
"Brokey","Latto","hip-hop","4","pop",FALSE
"A Horse with No Name","America, George Martin","folk","4","pop",FALSE
"Or What","NLE Choppa, 41, Kyle Richh","hip-hop","4","pop",FALSE
"Type Shit","Future, Metro Boomin, Travis Scott, Playboi Carti","hip-hop","4","pop",FALSE
"Not Like Us","Kendrick Lamar","hip-hop","4","pop",FALSE
"Brown Munde","AP Dhillon, Gminxr, Gurinder Gill, Shinda Kahlon","indian","4","pop",FALSE
"FIELD TRIP","¥$, Playboi Carti, Don Toliver, Kodak Black","hip-hop","4","pop",FALSE
"TEFLON DON","Future","hip-hop","4","pop",FALSE
"Circadian Rhythm","Drake","hip-hop","4","pop",FALSE
"Ask About Me","Mohbad","arabic","4","pop",FALSE
"Light Year (Practice)","Lil Uzi Vert","hip-hop","4","pop",FALSE
"For Life (feat. Nile Rodgers)","Kygo, Zak Abel, Nile Rodgers","electronic","4","pop",FALSE
"This Girl (Kungs Vs. Cookin' On 3 Burners)","Kungs, Cookin' On 3 Burners","electronic","4","pop",FALSE
"PRAY","Bnxn","arabic","4","pop",FALSE
"Whatever","Kygo, Ava Max","electronic","4","pop",FALSE
"Tailor Swif","A$AP Rocky","hip-hop","4","pop",FALSE
"GEEK TIMË","Yeat","hip-hop","4","pop",FALSE
"I Adore You (feat. Daecolm)","HUGEL, Topic, Arash, Daecolm","electronic","4","pop",FALSE
"Not Like Us","Kendrick Lamar","hip-hop","4","pop",FALSE
"Summer","Calvin Harris","electronic","4","pop",FALSE
"Type Shit","Future, Metro Boomin, Travis Scott, Playboi Carti","hip-hop","4","pop",FALSE
"Right Energy","Bnxn","arabic","4","pop",FALSE
"It's Not Right But It's Okay","Mr. Belt & Wezol","electronic","4","pop",FALSE
"SAY MY GRACE (feat. Travis Scott)","Offset, Travis Scott","hip-hop","4","pop",FALSE
"Belly Dancer","Imanbek, BYOR","electronic","4","pop",FALSE
"Whatever","Kygo, Ava Max","electronic","4","pop",FALSE
"Deep Down (feat. Never Dull)","Alok, Ella Eyre, Kenny Dope, Never Dull","electronic","4","pop",FALSE
"Ferrari","James Hype, Miggy Dela Rosa","electronic","4","pop",FALSE
"Thunder","Gabry Ponte, LUM!X, Prezioso","electronic","4","pop",FALSE
"(It Goes Like) Nanana - Edit","Peggy Gou","electronic","4","pop",FALSE
"Love Sosa","Chief Keef","hip-hop","4","pop",FALSE
"Supernova Love","IVE, David Guetta","electronic","4","pop",FALSE
"Forever Young","David Guetta, Alphaville, Ava Max","electronic","4","pop",FALSE
"Mwaki","Zerb, Sofiya Nzau","electronic","4","pop",FALSE
"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke, 50 Cent, Roddy Ricch","hip-hop","4","pop",FALSE
"Gatluak - Bakermat Remix","Kronan, Nyaruach, Bakermat","electronic","4","pop",FALSE
"21 Reasons (feat. Ella Henderson)","Nathan Dawe, Ella Henderson","electronic","4","pop",FALSE
"K.O.","LAVINIA, Ely Oaks","electronic","4","pop",FALSE
"Move Your Body","Öwnboss, Sevek","electronic","4","pop",FALSE
"Odinaka","Zinoleesky","arabic","4","pop",FALSE
"Where Did You Go? (feat. MNEK)","Jax Jones, MNEK","electronic","4","pop",FALSE
"Good Love","Hannah Laing, RoRo","electronic","4","pop",FALSE
"Never Walk Alone","BLOND:ISH, Stevie Appleton","electronic","4","pop",FALSE
"Jimmy Cooks (feat. 21 Savage)","Drake, 21 Savage","hip-hop","4","pop",FALSE
"Hold On Me","Kygo, Sandro Cavazza","electronic","4","pop",FALSE
"Makeba - Ian Asher Remix","Jain, Ian Asher","electronic","4","pop",FALSE
"Tantalizing","Tiësto, Soaky Siren","electronic","4","pop",FALSE
"World Gone Wild (feat. Sam Martin)","Robin Schulz, CYRIL, Sam Martin","electronic","4","pop",FALSE
"Glock In My Lap","21 Savage, Metro Boomin","hip-hop","4","pop",FALSE
"Born To Love Ya","Gabry Ponte, Sean Paul, NATTI NATASHA","electronic","4","pop",FALSE
"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay, Offset, Moneybagg Yo","hip-hop","4","pop",FALSE
"Like Dat","Lil Frosh, Zinoleesky","arabic","4","pop",FALSE
"Sticky","Drake","hip-hop","4","pop",FALSE
"Happier (feat. Clementine Douglas)","The Blessed Madonna, Clementine Douglas","electronic","4","pop",FALSE
"Honey Boy (feat. Nile Rodgers & Shenseea)","Purple Disco Machine, Benjamin Ingrosso, Nile Rodgers, Shenseea","electronic","4","pop",FALSE
"N95","Kendrick Lamar","hip-hop","4","pop",FALSE
"Rich Nigga Shit (feat. Young Thug)","21 Savage, Metro Boomin, Young Thug","hip-hop","4","pop",FALSE
"Alone","Marshmello","electronic","4","pop",FALSE
"Realize (feat. taves)","Bnxn, taves","arabic","4","pop",FALSE
"Imagina esse Cenário","Matuê, Veigh","hip-hop","4","pop",FALSE
"17 Años","Los Ángeles Azules","latin","4","pop",FALSE
"Piensa En Mí","Grupo Mojado","latin","4","pop",FALSE
"+57","KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd","latin","4","pop",FALSE
"Diablita (feat. Anuel AA & Baby Rasta)","Trap Capos, Noriel, Anuel AA, Baby Rasta","hip-hop","4","pop",FALSE
"Love Sosa","Chief Keef","hip-hop","4","pop",FALSE
"SE TE NOTA (feat. Peso Pluma)","Myke Towers, Peso Pluma","latin","4","pop",FALSE
"ADIVINO","Myke Towers, Bad Bunny","latin","4","pop",FALSE
"That Go! (feat. T-Shyne)","Young Stoner Life, Young Thug, Meek Mill, T-Shyne","hip-hop","4","pop",FALSE
"Ballin","Pheelz","ambient","4","pop",FALSE
"HIBIKI","Bad Bunny, Mora","latin","4","pop",FALSE
"Castlevania","Matuê","hip-hop","4","pop",FALSE
"Murder She Wrote","Chaka Demus & Pliers","reggae","4","pop",FALSE
"Brindis","Duki, Headie One","hip-hop","4","pop",FALSE
"Basquiat","Asake","arabic","4","pop",FALSE
"Amigos y Enemigos (feat. Bad Bunny & Almighty) - Remix","Trap Capos, Noriel, Bad Bunny, Almighty","hip-hop","4","pop",FALSE
"Tu Me Enamoraste - Remix","Lary Over, Anuel, Bryant Myers, Almighty, Brytiago","hip-hop","4","pop",FALSE
"Nena Maldición (feat. Lenny Tavárez)","Paulo Londra, Lenny Tavárez","hip-hop","4","pop",FALSE
"Me Porto Bonito","Bad Bunny, Chencho Corleone","latin","4","pop",FALSE
"1993","Matuê","hip-hop","4","pop",FALSE
"Going Bad (feat. Drake)","Meek Mill, Drake","hip-hop","4","pop",FALSE
"Twe Twe","Kizz Daniel","arabic","4","pop",FALSE
"De las 2 (feat. Bad Bunny & Arcángel)","Trap Capos, Noriel, Bad Bunny, Arcángel","hip-hop","4","pop",FALSE
"Un Ratito Mas","Bryant Myers, Bad Bunny","hip-hop","4","pop",FALSE
"CANZONE D'ODIO (feat. Lil Baby)","Lazza, Lil Baby","hip-hop","4","pop",FALSE
"Deus Perdoa","Filipe Ret, Dallass, Hunter","hip-hop","4","pop",FALSE
"Solo","Future","hip-hop","4","pop",FALSE
"Volando - Remix","Mora, Bad Bunny, Sech","latin","4","pop",FALSE
"Cómo Le Digo","KHEA, Omar Varela, Asan","hip-hop","4","pop",FALSE
"TE MUDASTE","Bad Bunny","latin","4","pop",FALSE
"Loju (feat. Wizkid)","SPINALL, Wizkid","arabic","4","pop",FALSE
"What's Left of the Flag","Flogging Molly","punk","4","pop",FALSE
"DÁKITI","Bad Bunny, JHAYCO","latin","4","pop",FALSE
"Too Many Nights (feat. Don Toliver & with Future)","Metro Boomin, Future, Don Toliver","hip-hop","4","pop",FALSE
"Everybody Wants To Rule The World","Tears For Fears","rock","4","pop",FALSE
"La Difícil","Bad Bunny","latin","4","pop",FALSE
"Kese (Dance)","Wizkid","afrobeats","4","pop",FALSE
"Awuke","Davido, YG Marley","afrobeats","4","pop",FALSE
"La Zona","Bad Bunny","latin","4","pop",FALSE
"Piece of My Heart (feat. Brent Faiyaz)","Wizkid, Brent Faiyaz","afrobeats","4","pop",FALSE
"PUSH 2 START","Tyla","afrobeats","4","pop",FALSE
"Skin","Dijon","pop","4","pop",TRUE
"MMS","Asake, Wizkid","afrobeats","4","pop",FALSE
"Tu Boda","Oscar Maydon, Fuerza Regida","latin","4","pop",FALSE
"Después De La 1","Cris Mj, FloyyMenor, LOUKI","latin","4","pop",FALSE
"Con Altura","ROSALÍA, J Balvin, El Guincho","latin","4","pop",FALSE
"Imagínate","Danny Ocean, Kapo","latin","4","pop",FALSE
"Con Calma","Daddy Yankee, Snow","latin","4","pop",FALSE
"Mayores","Becky G, Bad Bunny","latin","4","pop",FALSE
"Si Antes Te Hubiera Conocido","KAROL G","latin","4","pop",FALSE
"DEPORTIVO","Blessd, Anuel AA","latin","4","pop",FALSE
"SEXO ES LA MODA","Maria Becerra, Yandel","latin","4","pop",FALSE
"+57","KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd","latin","4","pop",FALSE
"Sensualidad","Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian","latin","4","pop",FALSE
"Sigue Bailandome","Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers","latin","4","pop",FALSE
"Nueva Era","Duki, Myke Towers","latin","4","pop",FALSE
"PELIGROSA","FloyyMenor","latin","4","pop",FALSE
"Morena Canela","Chino Pacas","latin","4","pop",FALSE
"Bandido","Myke Towers, Juhn","latin","4","pop",FALSE
"DURO","Quevedo","latin","4","pop",FALSE
"PIÉNSALO","Junior H","latin","4","pop",FALSE
"EN MI MUNDO","Jasiel Nuñez, Peso Pluma","latin","4","pop",FALSE
"Soltera","Shakira","latin","4","pop",FALSE
"Bichiyal","Bad Bunny, Yaviah","latin","4","pop",FALSE
"SE ME OLVIDA","Maisak, Feid","latin","4","pop",FALSE
"Hecha Pa' Mí","Grupo Frontera","latin","4","pop",FALSE
"SE TE NOTA (feat. Peso Pluma)","Myke Towers, Peso Pluma","latin","4","pop",FALSE
"EL LOKERON","Tito Double P","latin","4","pop",FALSE
"Ese Vato No Te Queda","Carin Leon, Gabito Ballesteros","latin","4","pop",FALSE
"Cholo 7","Fuerza Regida, Luis R Conriquez","latin","4","pop",FALSE
"Agosto","Bad Bunny","latin","4","pop",FALSE
"UWAIE","Kapo","latin","4","pop",FALSE
"IA","Clarent, Mora","latin","4","pop",FALSE
"Siento que merezco más","LATIN MAFIA","latin","4","pop",FALSE
"AY MAMÁ","Tito Double P, Grupo Frontera","latin","4","pop",FALSE
"Sexo Virtual","Rauw Alejandro","latin","4","pop",FALSE
"No Son Doritos","Clave Especial, Luis R Conriquez","latin","4","pop",FALSE
"Frente al Mar","Beéle","latin","4","pop",FALSE
"Jerkin'","Amyl and The Sniffers","rock","4","pop",FALSE
"DOS DÍAS","Tito Double P, Peso Pluma","latin","4","pop",FALSE
"NO PIERDO LA VIDA","Calle 24, Chuyin","latin","4","pop",FALSE
"Como Pacman","Alemán, Gera MX","latin","4","pop",FALSE
"Rey Sin Reina","Julión Álvarez y su Norteño Banda","latin","4","pop",FALSE
"JACKPOT","Belinda, Kenia OS","latin","4","pop",FALSE
"noviogangsta <3","Emilia","latin","4","pop",FALSE
"BELLAKEO","Peso Pluma, Anitta","latin","4","pop",FALSE
"You Got Me Searching","Jack White","rock","4","pop",FALSE
"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur","indian","4","pop",FALSE
"Ranjha (From ""Shershaah"")","Jasleen Royal, B Praak, Romy, Anvita Dutt","indian","4","pop",FALSE
"Guay","Ozuna, Bad Gyal","latin","4","pop",FALSE
"Agar Tum Saath Ho","Alka Yagnik, Arijit Singh","indian","4","pop",FALSE
"BBY BOO - REMIX","iZaak, JHAYCO, Anuel AA","latin","4","pop",FALSE
"505","Arctic Monkeys","rock","4","pop",FALSE
"Heads Will Roll","Yeah Yeah Yeahs","rock","4","pop",FALSE
"Instant Crush (feat. Julian Casablancas)","Daft Punk, Julian Casablancas","rock","4","pop",FALSE
"Are You Gonna Be My Girl","Jet","rock","4","pop",FALSE
"Time to Pretend","MGMT","rock","4","pop",FALSE
"Feel It Still","Portugal. The Man","rock","4","pop",FALSE
"The Reason","Hoobastank","punk","4","pop",FALSE
"Too Sweet","Hozier","rock","4","pop",FALSE
"Wasted Summers","juju<3","rock","4","pop",FALSE
"Feel It - From The Original Series “Invincible”","d4vd","rock","4","pop",FALSE
"The Adults Are Talking","The Strokes","rock","4","pop",FALSE
"3 Nights","Dominic Fike","rock","4","pop",FALSE
"This Charming Man - 2011 Remaster","The Smiths","rock","4","pop",FALSE
"Oysters In My Pocket","Royel Otis","rock","4","pop",FALSE
"Fluorescent Adolescent","Arctic Monkeys","rock","4","pop",FALSE
"You Get What You Give","New Radicals","rock","4","pop",FALSE
"THE SHADE","Rex Orange County","rock","4","pop",FALSE
"Time to Pretend","MGMT","rock","4","pop",FALSE
"Vampire Empire","Big Thief","rock","4","pop",FALSE
"Her","The American Dawn","rock","4","pop",FALSE
"Not Strong Enough","boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus","rock","4","pop",FALSE
"Louca Encubada","Dj Samir, Rodricci, Launch13","brazilian","4","pop",FALSE
"Misemotional","sixten","pop","4","pop",TRUE
"Someday","The Strokes","rock","4","pop",FALSE
"Metamodernity","Vansire","rock","4","pop",FALSE
"Breezeblocks","alt-J","rock","4","pop",FALSE
"ROCKMAN","Mk.gee","rock","4","pop",FALSE
"The Gambler","Kenny Rogers","country","4","pop",FALSE
"Amarillo By Morning","George Strait","country","4","pop",FALSE
"Küle Dönmüşsün","Semicenk, Doğu Swag","turkish","4","pop",FALSE
"Önümüz Yaz","Simge","turkish","4","pop",FALSE
"Pink + White","Frank Ocean","r&b","4","pop",FALSE
"Lan","Zeynep Bastık","turkish","4","pop",FALSE
"My Boo","USHER, Alicia Keys","r&b","4","pop",FALSE
"Sure Thing","Miguel","r&b","4","pop",FALSE
"Snooze","SZA","r&b","4","pop",FALSE
"Me ei kuuluta toisillemme","Evelina, ANI","pop","4","pop",TRUE
"Darling, I (feat. Teezo Touchdown)","Tyler, The Creator, Teezo Touchdown","hip-hop","4","pop",FALSE
"Family Affair","Mary J. Blige","r&b","4","pop",FALSE
"With You","Chris Brown","r&b","4","pop",FALSE
"Broken Clocks","SZA","r&b","4","pop",FALSE
"Någonstans i Stockholm","Alex Järvi","pop","4","pop",TRUE
"Best Time","Brent Faiyaz","r&b","4","pop",FALSE
"Kyssa dig nu","estraden","pop","4","pop",TRUE
"Foolish","Ashanti","r&b","4","pop",FALSE
"Fallin'","Alicia Keys","r&b","4","pop",FALSE
"Allt som inte blir som jag vill att de ska vara","Felicia Takman","pop","4","pop",TRUE
"I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino)","A$AP Rocky, Imogen Heap, Clams Casino","hip-hop","4","pop",FALSE
"Falling Down - Bonus Track","Lil Peep, XXXTENTACION","hip-hop","4","pop",FALSE
"The Boy Is Mine","Brandy, Monica","r&b","4","pop",FALSE
"Ain't Leaving Now","Vargas & Lagola","pop","4","pop",TRUE
"Kill Bill","SZA","r&b","4","pop",FALSE
"Forever Yours","Brent Faiyaz","r&b","4","pop",FALSE
"No One","Alicia Keys","r&b","4","pop",FALSE
"Hey Daddy (Daddy's Home)","USHER","r&b","4","pop",FALSE
"Sativa","Jhené Aiko, Swae Lee","r&b","4","pop",FALSE
"Redbone","Childish Gambino","hip-hop","4","pop",FALSE
"Passionfruit","Drake","hip-hop","4","pop",FALSE
"Heart Of A Woman","Summer Walker","r&b","4","pop",FALSE
"U Remind Me","USHER","r&b","4","pop",FALSE
"Pretty Little Lie","Blackberry Smoke","rock","4","pop",FALSE
"Love Galore (feat. Travis Scott)","SZA, Travis Scott","r&b","4","pop",FALSE
"Georgia","Vance Joy","folk","4","pop",FALSE
"Embarrassed (feat. Travis Scott)","Don Toliver, Travis Scott","hip-hop","4","pop",FALSE
"Burn","USHER","r&b","4","pop",FALSE
"Miss Independent","Ne-Yo","r&b","4","pop",FALSE
"Let Me Love You","Mario","r&b","4","pop",FALSE
"Fuck Love","XXXTENTACION, Trippie Redd","hip-hop","4","pop",FALSE
"Nights Like This (feat. Ty Dolla $ign)","Kehlani, Ty Dolla $ign","r&b","4","pop",FALSE
"U Got It Bad","USHER","r&b","4","pop",FALSE
"Good Morning","Kanye West","hip-hop","4","pop",FALSE
"Because Of You","Ne-Yo","r&b","4","pop",FALSE
"Trust","Brent Faiyaz","r&b","4","pop",FALSE
"Dilemma","Nelly, Kelly Rowland","r&b","4","pop",FALSE
"Love in This Club (feat. Young Jeezy)","USHER, Jeezy","r&b","4","pop",FALSE
"Adorn","Miguel","r&b","4","pop",FALSE
"Dealer","Ayo Maff, Fireboy DML","ambient","4","pop",FALSE
"Holy Ghost","Omah Lay","ambient","4","pop",FALSE
"Language","Paperboy Fabe, Brent Faiyaz","r&b","4","pop",FALSE
"Confessions Part II","USHER","r&b","4","pop",FALSE
"Something Just Like This","The Chainsmokers, Coldplay","electronic","4","pop",FALSE
"Give Me Everything (feat. Nayer)","Pitbull, AFROJACK, Ne-Yo, Nayer","electronic","4","pop",FALSE
